PF02269	CL0012	Histone	TFIID-18kDa	Transcription initiation factor IID, 18kD subunit
PF02270	CL0123	HTH	TFIIF_beta	TFIIF, beta subunit HTH domain
PF02271			UCR_14kD	Ubiquinol-cytochrome C reductase complex 14kD subunit
PF02272			DHHA1	DHHA1 domain
PF02273	CL0028	AB_hydrolase	Acyl_transf_2	Acyl transferase
PF02274	CL0197	GME	ADI	Arginine deiminase
PF02275	CL0052	NTN	CBAH	Linear amide C-N hydrolases, choloylglycine hydrolase family
PF02276	CL0317	Multiheme_cytos	CytoC_RC	Photosynthetic reaction centre cytochrome C subunit
PF02277			DBI_PRT	Phosphoribosyltransferase
PF02278	CL0103	Gal_mutarotase	Lyase_8	Polysaccharide lyase family 8, super-sandwich domain
PF02281	CL0219	RNase_H	Dimer_Tnp_Tn5	Transposase Tn5 dimerisation domain
PF02282	CL0060	DNA_clamp	Herpes_UL42	DNA polymerase processivity factor (UL42)
PF02283	CL0023	P-loop_NTPase	CobU	Cobinamide kinase / cobinamide phosphate guanyltransferase
PF02284			COX5A	Cytochrome c oxidase subunit Va
PF02285			COX8	Cytochrome oxidase c subunit VIII
PF02286	CL0036	TIM_barrel	Dehydratase_LU	Dehydratase large subunit
PF02287			Dehydratase_SU	Dehydratase small subunit
PF02288			Dehydratase_MU	Dehydratase medium subunit
PF02289			MCH	Cyclohydrolase (MCH)
PF02290	CL0623	SRP9_14	SRP14	Signal recognition particle 14kD protein
PF02291	CL0012	Histone	TFIID-31kDa	Transcription initiation factor IID, 31kD subunit
PF02293	CL0997	AmiS-like	AmiS_UreI	AmiS/UreI family transporter
PF02294	CL0010	SH3	7kD_DNA_binding	7kD DNA-binding domain
PF02295	CL0123	HTH	z-alpha	Adenosine deaminase z-alpha domain
PF02296	CL0545	APCOP-app_sub	Alpha_adaptin_C	Alpha adaptin AP2, C-terminal domain
PF02297	CL0351	CHCH	COX6B	Cytochrome oxidase c subunit VIb
PF02298	CL0026	CU_oxidase	Cu_bind_like	Plastocyanin-like domain
PF02300	CL0335	FumRed-TM	Fumarate_red_C	Fumarate reductase subunit C
PF02301	CL0651	Mad2	HORMA	HORMA domain
PF02302	CL0031	Phosphatase	PTS_IIB	PTS system, Lactose/Cellobiose specific IIB subunit
PF02303	CL0021	OB	Phage_DNA_bind	Helix-destabilising protein
PF02304			Phage_B	Scaffold protein B
PF02305	CL0605	ssDNA_NP_VP	Phage_F	Capsid protein (F protein)
PF02306	CL0605	ssDNA_NP_VP	Phage_G	Major spike protein (G protein)
PF02308			MgtC	MgtC family
PF02309	CL0072	Ubiquitin	AUX_IAA	AUX/IAA family
PF02310			B12-binding	B12 binding domain
PF02311	CL0029	Cupin	AraC_binding	AraC-like ligand binding domain
PF02312			CBF_beta	Core binding factor beta subunit
PF02313	CL0335	FumRed-TM	Fumarate_red_D	Fumarate reductase subunit D
PF02315			MDH	Methanol dehydrogenase beta subunit
PF02316	CL0123	HTH	HTH_Tnp_Mu_1	Mu DNA-binding domain
PF02317	CL0106	6PGD_C	Octopine_DH	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain
PF02318	CL0229	RING	FYVE_2	FYVE-type zinc finger
PF02319	CL0123	HTH	WHD_E2F_TDP	E2F/DP family winged-helix DNA-binding domain
PF02320			UCR_hinge	Ubiquinol-cytochrome C reductase hinge protein
PF02321			OEP	Outer membrane efflux protein
PF02322			Cyt_bd_oxida_II	Cytochrome bd terminal oxidase subunit II
PF02323			ELH	Egg-laying hormone precursor    
PF02324	CL0036	TIM_barrel	Glyco_hydro_70	Glycosyl hydrolase family 70
PF02325			CCB3_YggT	CCB3/YggT
PF02326	CL0255	ATP_synthase	YMF19	Plant ATP synthase F0
PF02327			BChl_A	Bacteriochlorophyll A protein
PF02329			HDC	Histidine carboxylase PI chain
PF02330			MAM33	Mitochondrial glycoprotein
PF02331	CL0672	p35	P35	Apoptosis preventing protein
PF02332	CL0044	Ferritin	Phenol_Hydrox	Methane/Phenol/Alkene Hydroxylase
PF02333	CL0186	Beta_propeller	Phytase	Phytase
PF02334	CL0123	HTH	RTP	Replication terminator protein
PF02335	CL0317	Multiheme_cytos	Cytochrom_C552	Cytochrome c552
PF02336	CL0605	ssDNA_NP_VP	Denso_VP4	Capsid protein VP4
PF02337	CL0074	Matrix	Gag_p10	Retroviral GAG p10 protein
PF02338	CL0125	Peptidase_CA	OTU	OTU-like cysteine protease
PF02340			PRRSV_Env	PRRSV putative envelope protein
PF02341			RbcX	RbcX protein
PF02342	CL0321	PLAT	TerD	TerD domain
PF02343			TRA-1_regulated	TRA-1 regulated protein R03H10.4
PF02344			Myc-LZ	Myc leucine zipper domain
PF02346			Vac_Fusion	Chordopoxvirus multifunctional envelope protein A27
PF02347	CL0061	PLP_aminotran	GDC-P	Glycine cleavage system P-protein
PF02348	CL0110	GT-A	CTP_transf_3	Cytidylyltransferase
PF02349			MSG	Major surface glycoprotein
PF02350	CL0113	GT-B	Epimerase_2	UDP-N-acetylglucosamine 2-epimerase
PF02351			GDNF	GDNF/GAS1 domain
PF02352			Decorin_bind	Decorin binding protein
PF02353	CL0063	NADP_Rossmann	CMAS	Mycolic acid cyclopropane synthetase
PF02354			Latrophilin	Latrophilin Cytoplasmic C-terminal region
PF02355	CL0322	RND_permease	SecD_SecF_C	Protein export membrane protein SecD/SecF, C-terminal
PF02357	CL0439	NusG-like	NusG	Transcription termination factor nusG
PF02358	CL0137	HAD	Trehalose_PPase	Trehalose-phosphatase
PF02359	CL0199	DPBB	CDC48_N	Cell division protein 48 (CDC48), N-terminal domain
PF02361			CbiQ	Cobalt transport protein
PF02362	CL0405	DNA_b-psBarrel	B3	B3 DNA binding domain
PF02363			C_tripleX	Cysteine rich repeat
PF02364	CL0111	GT-C	Glucan_synthase	1,3-beta-glucan synthase component 
PF02365			NAM	No apical meristem (NAM) protein
PF02366	CL0111	GT-C	PMT	Dolichyl-phosphate-mannose-protein mannosyltransferase  
PF02367	CL0023	P-loop_NTPase	TsaE	Threonylcarbamoyl adenosine biosynthesis protein TsaE
PF02368	CL0159	E-set	Big_2	Bacterial Ig-like domain (group 2)
PF02369	CL0159	E-set	Big_1	Bacterial Ig-like domain (group 1)
PF02370			M	M protein repeat
PF02371	CL0198	HHH	Transposase_20	Transposase IS116/IS110/IS902 family
PF02372	CL0053	4H_Cytokine	IL15	Interleukin 15
PF02373	CL0029	Cupin	JmjC	JmjC domain, hydroxylase
PF02374	CL0023	P-loop_NTPase	ArsA_ATPase	Anion-transporting ATPase
PF02375	CL0029	Cupin	JmjN	jmjN domain
PF02376	CL0123	HTH	CUT	CUT domain
PF02377			Dishevelled	Dishevelled specific domain
PF02378	CL0493	PTS_EIIC	PTS_EIIC	Phosphotransferase system, EIIC 
PF02380			Papo_T_antigen	T-antigen specific domain
PF02381	CL0132	AbrB	MraZ	MraZ protein, putative antitoxin-like
PF02382			RTX	N-terminal domain in RTX protein
PF02383	CL0031	Phosphatase	Syja_N	SacI homology domain
PF02384	CL0063	NADP_Rossmann	N6_Mtase	N-6 DNA Methylase
PF02386	CL0030	Ion_channel	TrkH	Cation transport protein
PF02387			IncFII_repA	IncFII RepA protein family
PF02388	CL0257	Acetyltrans	FemAB	FemAB family
PF02389			Cornifin	Cornifin (SPRR) family
PF02390	CL0063	NADP_Rossmann	Methyltransf_4	Putative methyltransferase 
PF02391			MoaE	MoaE protein
PF02392	CL0266	PH	Ycf4	Ycf4
PF02393	CL0526	SUKH	US22	US22 like
PF02394			IL1_propep	Interleukin-1 propeptide
PF02395	CL0124	Peptidase_PA	Peptidase_S6	Immunoglobulin A1 protease
PF02397			Bac_transf	Bacterial sugar transferase
PF02398			Corona_7	Coronavirus protein 7
PF02399	CL0023	P-loop_NTPase	Herpes_ori_bp	Origin of replication binding protein
PF02401			LYTB	LytB protein
PF02402			Lysis_col	Lysis protein
PF02403	CL0298	tRNA_bind_arm	Seryl_tRNA_N	Seryl-tRNA synthetase N-terminal domain
PF02404	CL0053	4H_Cytokine	SCF	Stem cell factor
PF02405			MlaE	Permease MlaE
PF02406			MmoB_DmpM	MmoB/DmpM family 
PF02407	CL0169	Rep	Viral_Rep	Putative viral replication protein
PF02408	CL0164	CUB	CUB_2	CUB-like domain
PF02410	CL0260	NTP_transf	RsfS	Ribosomal silencing factor during starvation
PF02411			MerT	MerT mercuric transport protein
PF02412	CL0689	TSP3	TSP_3	Thrombospondin type 3 repeat
PF02413	CL0348	Phage_tail	Caudo_TAP	Caudovirales tail fibre assembly protein, lambda gpK
PF02414			Borrelia_orfA	Borrelia ORF-A
PF02415	CL0268	Pec_lyase-like	Chlam_PMP	Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat
PF02416			TatA_B_E	mttA/Hcf106 family
PF02417			Chromate_transp	Chromate transporter
PF02419			PsbL	PsbL protein
PF02420			AFP	Insect antifreeze protein repeat
PF02421	CL0023	P-loop_NTPase	FeoB_N	Ferrous iron transport protein B
PF02422			Keratin	Keratin
PF02423	CL0063	NADP_Rossmann	OCD_Mu_crystall	Ornithine cyclodeaminase/mu-crystallin family
PF02424	CL0989	ApbE	ApbE	ApbE family
PF02425			GBP_PSP	Paralytic/GBP/PSP peptide
PF02426	CL0032	Dim_A_B_barrel	MIase	Muconolactone delta-isomerase
PF02427	CL0010	SH3	PSI_PsaE	Photosystem I reaction centre subunit IV / PsaE
PF02428			Prot_inhib_II	Potato type II proteinase inhibitor family
PF02429			PCP	Peridinin-chlorophyll A binding protein
PF02430	CL0168	PAN	AMA-1	Apical membrane antigen 1
PF02431	CL0560	Chalcone-like	Chalcone	Chalcone-flavanone isomerase
PF02432			Fimbrial_K88	Fimbrial, major and minor subunit
PF02433	CL0318	Cytochrome-c	FixO	Cytochrome C oxidase, mono-heme subunit/FixO
PF02434	CL0110	GT-A	Fringe	Fringe-like
PF02435	CL0143	B_Fructosidase	Glyco_hydro_68	Levansucrase/Invertase
PF02436	CL0597	Post-HMGL	PYC_OADA	Conserved carboxylase domain
PF02437	CL0123	HTH	Ski_Sno_DHD	SKI/SNO/DAC Dachshund homology domain
PF02438			Adeno_100	Late 100kD protein
PF02439			Adeno_E3_CR2	Adenovirus E3 region protein CR2
PF02440	CL0159	E-set	Adeno_E3_CR1	Adenovirus E3 region protein CR1
PF02441			Flavoprotein	Flavoprotein
PF02442			L1R_F9L	Lipid membrane protein of large eukaryotic DNA viruses
PF02443	CL0055	Nucleoplasmin	Circo_capsid	Circovirus capsid protein
PF02444			HEV_ORF1	Hepatitis E virus ORF-2 (Putative capsid protein)
PF02445			NadA	Quinolinate synthetase A protein
PF02446	CL0036	TIM_barrel	Glyco_hydro_77	4-alpha-glucanotransferase
PF02447	CL0182	IT	GntP_permease	GntP family permease
PF02448			L71	L71 family
PF02449	CL0036	TIM_barrel	Glyco_hydro_42	Beta-galactosidase
PF02450	CL0028	AB_hydrolase	LCAT	Lecithin:cholesterol acyltransferase
PF02451			Nodulin	Nodulin
PF02452	CL0010	SH3	PemK_toxin	PemK-like, MazF-like toxin of type II toxin-antitoxin system
PF02453	CL0484	Peroxisome	Reticulon	Reticulon
PF02454			Sigma_1s	Sigma 1s protein
PF02455			Hex_IIIa	Hexon-associated protein (IIIa)
PF02456	CL0023	P-loop_NTPase	Adeno_IVa2	Adenovirus IVa2 protein
PF02457			DAC	DisA bacterial checkpoint controller nucleotide-binding
PF02458	CL0149	CoA-acyltrans	Transferase	Transferase family
PF02459			Adeno_terminal	Adenoviral DNA terminal protein
PF02460	CL0322	RND_permease	Patched	Patched SSD
PF02461			AMO	Ammonia monooxygenase
PF02462	CL0193	MBB	Opacity	Opacity family porin protein
PF02463	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain
PF02464	CL0988	HcgF	CinA	CinA C-terminal domain
PF02465			FliD_N	Flagellar hook-associated protein 2 N-terminus
PF02466	CL0990	Tim22-like	Tim17	Tim17/Tim22/Tim23/Pmp24 family
PF02467			Whib	Transcription factor WhiB
PF02468			PsbN	Photosystem II reaction centre N protein (psbN)
PF02469			Fasciclin	Fasciclin domain
PF02470	CL0775	MlaD-like	MlaD	MlaD protein
PF02471			OspE	Borrelia outer surface protein E
PF02472			ExbD	Biopolymer transport protein ExbD/TolR
PF02474	CL0257	Acetyltrans	NodA	Nodulation protein A (NodA)
PF02475	CL0063	NADP_Rossmann	TRM5-TYW2_MTfase	TRM5/TYW2 methyltransferase domain
PF02476			US2	Herpesvirus US2 family
PF02477			Nairo_nucleo	Nucleocapsid N protein
PF02478			Pneumo_phosprot	Pneumovirus phosphoprotein
PF02479			Herpes_IE68	Herpesvirus immediate early protein
PF02480	CL0159	E-set	Herpes_gE	Alphaherpesvirus glycoprotein E
PF02481	CL0349	SLOG	DNA_processg_A	DNA recombination-mediator protein A
PF02482	CL0219	RNase_H	Ribosomal_S30AE	Sigma 54 modulation protein / S30EA ribosomal protein
PF02484			Rhabdo_NV	Rhabdovirus Non-virion protein
PF02485	CL0110	GT-A	Branch	Core-2/I-Branching enzyme
PF02486	CL0407	TBP-like	Rep_trans	Replication initiation factor
PF02487	CL0015	MFS	CLN3	CLN3 protein
PF02488			EMA	Merozoite Antigen
PF02489			Herpes_glycop_H	Herpesvirus glycoprotein H main domain
PF02491	CL0319	SHS2	SHS2_FTSA	SHS2 domain inserted in FTSA
PF02492	CL0023	P-loop_NTPase	cobW	CobW/HypB/UreG, nucleotide-binding domain
PF02493	CL0251	MORN	MORN	MORN repeat
PF02494	CL0159	E-set	HYR	HYR domain
PF02495			TGBp3	Triple gene block 3
PF02496			ABA_WDS	ABA/WDS induced protein
PF02497			Arteri_GP4	Arterivirus glycoprotein
PF02498			Bro-N	BRO family, N-terminal domain
PF02499	CL0023	P-loop_NTPase	DNA_pack_C	Probable DNA packing protein, C-terminus
PF02500	CL0023	P-loop_NTPase	DNA_pack_N	Probable DNA packing protein, N-terminus
PF02501	CL0327	Pilus	T2SSI	Type II secretion system (T2SS), protein I
PF02502	CL0939	RpiB-like	LacAB_rpiB	Ribose/Galactose Isomerase
PF02503	CL0764	PHP14-like	PP_kinase	Polyphosphate kinase middle domain
PF02504	CL0270	Iso_DH	FA_synthesis	Fatty acid synthesis protein
PF02505			MCR_D	Methyl-coenzyme M reductase operon protein D
PF02507			PSI_PsaF	Photosystem I reaction centre subunit III
PF02508			Rnf-Nqr	Rnf-Nqr subunit, membrane protein
PF02509	CL0265	HIT	Rota_NS35_C	Rotavirus non-structural protein 35, C-terminal
PF02510			SPAN	Surface presentation of antigen domain
PF02511			Thy1	Thymidylate synthase complementing protein
PF02512			UK	Virulence determinant
PF02513	CL0010	SH3	Spin-Ssty	Spin/Ssty Family
PF02514			CobN-Mg_chel	CobN/Magnesium Chelatase
PF02515			CoA_transf_3	CoA-transferase family III
PF02516	CL0111	GT-C	STT3	Oligosaccharyl transferase STT3, N-terminal
PF02517	CL0472	Peptidase_U	Rce1-like	Type II CAAX prenyl endopeptidase Rce1-like
PF02518	CL0025	His_Kinase_A	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase
PF02519			Auxin_inducible	Auxin responsive protein
PF02520			ANIS5_cation-bd	SXP/RAL-2 family protein Ani s 5-like, metal-binding domain
PF02521	CL0193	MBB	HP_OMP_2	Putative outer membrane protein
PF02522	CL0627	Antibiotic_NAT	Antibiotic_NAT	Aminoglycoside 3-N-acetyltransferase
PF02524			KID	KID repeat
PF02525	CL0042	Flavoprotein	Flavodoxin_2	Flavodoxin-like fold
PF02526			GBP_repeat	Glycophorin-binding protein
PF02527	CL0063	NADP_Rossmann	GidB	rRNA small subunit methyltransferase G
PF02529			PetG	Cytochrome B6-F complex subunit 5
PF02530	CL0193	MBB	Porin_2	Porin subfamily
PF02531			PsaD	PsaD
PF02532			PsbI	Photosystem II reaction centre I protein (PSII 4.8 kDa protein)
PF02533			PsbK	Photosystem II 4 kDa reaction centre component
PF02534	CL0023	P-loop_NTPase	T4SS-DNA_transf	Type IV secretory system Conjugative DNA transfer
PF02535	CL0184	DMT	Zip	ZIP Zinc transporter
PF02536			mTERF	mTERF
PF02537	CL0184	DMT	CRCB	CrcB-like protein, Camphor Resistance (CrcB)
PF02538			Hydantoinase_B	Hydantoinase B/oxoprolinase
PF02540	CL0039	HUP	NAD_synthase	NAD synthase
PF02541	CL0108	Actin_ATPase	Ppx-GppA	Ppx/GppA phosphatase family
PF02542			YgbB	YgbB family
PF02543	CL0108	Actin_ATPase	Carbam_trans_N	Carbamoyltransferase N-terminus
PF02544	CL0115	Steroid_dh	Steroid_dh	3-oxo-5-alpha-steroid 4-dehydrogenase 
PF02545	CL0269	Maf	Maf	Maf-like protein
PF02547			Queuosine_synth	Queuosine biosynthesis protein
PF02548	CL0036	TIM_barrel	Pantoate_transf	Ketopantoate hydroxymethyltransferase
PF02550	CL0063	NADP_Rossmann	AcetylCoA_hydro	Acetyl-CoA hydrolase/transferase N-terminal domain
PF02551	CL0050	HotDog	Acyl_CoA_thio	Acyl-CoA thioesterase
PF02552	CL0063	NADP_Rossmann	CO_dh	CO dehydrogenase beta subunit/acetyl-CoA synthase epsilon subunit
PF02553			CbiN	Cobalt transport protein component CbiN
PF02554	CL0062	APC	CstA	Carbon starvation protein CstA
PF02556	CL1000	SecB-like	SecB	Preprotein translocase subunit SecB
PF02557	CL0170	Peptidase_MD	VanY	D-alanyl-D-alanine carboxypeptidase
PF02558	CL0063	NADP_Rossmann	ApbA	Ketopantoate reductase PanE/ApbA
PF02559	CL0010	SH3	CarD_TRCF_RID	CarD-like/TRCF RID domain
PF02560			Cyanate_lyase	Cyanate lyase C-terminal domain
PF02561			FliS	Flagellar protein FliS
PF02562	CL0023	P-loop_NTPase	PhoH	PhoH-like protein
PF02563			Poly_export	Polysaccharide biosynthesis/export protein
PF02565	CL0167	Zn_Beta_Ribbon	RecO_C	Recombination protein O C terminal
PF02566			OsmC	OsmC-like protein
PF02567	CL0288	DAP_epimerase	PhzC-PhzF	Phenazine biosynthesis-like protein
PF02568	CL0039	HUP	ThiI	Thiamine biosynthesis protein (ThiI)
PF02569	CL0039	HUP	Pantoate_ligase	Pantoate-beta-alanine ligase
PF02570			CbiC	Precorrin-8X methylmutase
PF02571	CL0063	NADP_Rossmann	CbiJ	Precorrin-6x reductase CbiJ/CobK
PF02572	CL0023	P-loop_NTPase	CobA_CobO_BtuR	ATP:corrinoid adenosyltransferase BtuR/CobO/CobP
PF02574	CL0036	TIM_barrel	S-methyl_trans	Homocysteine S-methyltransferase
PF02575	CL0717	YbaB	YbaB_DNA_bd	YbaB/EbfC DNA-binding family
PF02576			RimP_N	RimP N-terminal domain
PF02577			BFN_dom	Bifunctional nuclease domain
PF02578	CL0663	CNF1_YfiH	Cu-oxidase_4	Multi-copper polyphenol oxidoreductase laccase
PF02579			Nitro_FeMo-Co	Dinitrogenase iron-molybdenum cofactor
PF02580			Tyr_Deacylase	D-Tyr-tRNA(Tyr) deacylase
PF02581	CL0036	TIM_barrel	TMP-TENI	Thiamine monophosphate synthase
PF02582			DUF155	RMND1/Sif2-Sif3/Mrx10, DUF155
PF02583			Trns_repr_metal	Metal-sensitive transcriptional repressor
PF02585			PIG-L	GlcNAc-PI de-N-acetylase
PF02586			SRAP	SOS response associated peptidase (SRAP)
PF02588	CL0181	ABC-2	YitT_membrane	Uncharacterised 5xTM membrane BCR, YitT family COG1284
PF02589	CL0063	NADP_Rossmann	LUD_dom	LUD domain
PF02590	CL0098	SPOUT	SPOUT_MTase	Predicted SPOUT methyltransferase
PF02591	CL0167	Zn_Beta_Ribbon	Zn_ribbon_9	C4-type zinc ribbon domain
PF02592	CL0315	Gx_transp	Vut_1	Putative vitamin uptake transporter
PF02593	CL0063	NADP_Rossmann	DUF166	Domain of unknown function
PF02594			PF1765-like	PF1765 protein family
PF02595			Gly_kinase	Glycerate kinase family
PF02596			DUF169	Uncharacterised ArCR, COG2043
PF02597	CL0072	Ubiquitin	ThiS	ThiS family
PF02598	CL0098	SPOUT	Methyltrn_RNA_3	Putative RNA methyltransferase
PF02599			CsrA	Global regulator protein family
PF02600			DsbB	Disulfide bond formation protein DsbB
PF02601			Exonuc_VII_L	Exonuclease VII, large subunit
PF02602			HEM4	Uroporphyrinogen-III synthase HemD
PF02603	CL0063	NADP_Rossmann	Hpr_kinase_N	HPr Serine kinase N terminus
PF02604	CL0871	YefM-like	PhdYeFM_antitox	Antitoxin Phd_YefM, type II toxin-antitoxin system
PF02605			PsaL	Photosystem I reaction centre subunit XI
PF02606	CL0023	P-loop_NTPase	LpxK	Tetraacyldisaccharide-1-P 4'-kinase
PF02607			B12-binding_2	B12 binding domain
PF02608	CL0144	Periplas_BP	Bmp	ABC transporter substrate-binding protein PnrA-like
PF02609			Exonuc_VII_S	Exonuclease VII small subunit
PF02610	CL0869	AraA_N-like	AraA_N	L-arabinose isomerase N-terminal domain
PF02611	CL0265	HIT	CDH	CDP-diacylglycerol pyrophosphatase
PF02613			Nitrate_red_del	Nitrate reductase delta subunit
PF02614	CL0036	TIM_barrel	UxaC	Glucuronate isomerase
PF02615			Ldh_2	Malate/L-lactate dehydrogenase
PF02616	CL0157	Kleisin	SMC_ScpA	Segregation and condensation protein ScpA
PF02617			ClpS	ATP-dependent Clp protease adaptor protein ClpS
PF02618			YceG	YceG-like family
PF02620			YceD	Large ribosomal RNA subunit accumulation protein YceD
PF02621	CL0177	PBP	VitK2_biosynth	Menaquinone biosynthesis
PF02622			DUF179	AlgH-like
PF02623			FliW	FliW protein
PF02624			YcaO	YcaO cyclodehydratase, ATP-ad Mg2+-binding
PF02625			XdhC_CoxI	XdhC and CoxI family
PF02626	CL0475	Cyclophil-like	CT_A_B	Carboxyltransferase domain, subdomain A and B 
PF02627	CL0423	AhpD-like	CMD	Carboxymuconolactone decarboxylase family
PF02628	CL0328	2heme_cytochrom	COX15-CtaA	Cytochrome oxidase assembly protein
PF02629	CL0063	NADP_Rossmann	CoA_binding	CoA binding domain
PF02630	CL0172	Thioredoxin	SCO1-SenC	SCO1/SenC
PF02631	CL0123	HTH	RecX_HTH2	RecX, second three-helix domain
PF02632	CL0315	Gx_transp	BioY	BioY family
PF02633			Creatininase	Creatinine amidohydrolase
PF02634	CL0109	CDA	FdhD-NarQ	FdhD/NarQ family
PF02635	CL0394	DsrEFH-like	DsrE	DsrE/DsrF-like family
PF02636	CL0063	NADP_Rossmann	Methyltransf_28	Putative S-adenosyl-L-methionine-dependent methyltransferase
PF02637	CL0279	GatB_YqeY	GatB_Yqey	GatB domain
PF02638	CL0036	TIM_barrel	GHL10	Glycosyl hydrolase-like 10
PF02639	CL0280	PIN	DUF188	Uncharacterized BCR, YaiI/YqxD family COG1671
PF02641	CL0089	GlnB-like	DUF190	Uncharacterized ACR, COG1993
PF02643			DUF192	Uncharacterized ACR, COG1430
PF02645	CL0245	EDD	DegV	Uncharacterised protein, DegV family COG1307
PF02646	CL0236	PDDEXK	RmuC	RmuC family
PF02649	CL0334	THBO-biosyn	GCHY-1	Type I GTP cyclohydrolase folE2
PF02650	CL0123	HTH	HTH_WhiA	WhiA C-terminal HTH domain
PF02652	CL0182	IT	Lactate_perm	L-lactate permease
PF02653	CL0142	Membrane_trans	BPD_transp_2	Branched-chain amino acid transport system / permease component
PF02654			CobS	Cobalamin-5-phosphate synthase
PF02655	CL0179	ATP-grasp	ATP-grasp_3	ATP-grasp domain
PF02656			DUF202	Domain of unknown function (DUF202)
PF02657	CL0233	SufE_NifU	SufE	Fe-S metabolism associated domain
PF02659	CL0292	LysE	Mntp	Putative manganese efflux pump
PF02660			G3P_acyltransf	Glycerol-3-phosphate acyltransferase
PF02661			Fic	Fic/DOC family
PF02662			FlpD	Methyl-viologen-reducing hydrogenase, delta subunit
PF02663			FmdE	FmdE, Molybdenum formylmethanofuran dehydrogenase operon 
PF02664	CL0094	Peptidase_ME	LuxS	S-Ribosylhomocysteinase (LuxS)
PF02665	CL0963	Nitrate_red_Hdr	Nitrate_red_gam	Nitrate reductase gamma subunit
PF02666	CL0105	Hybrid	PS_Dcarbxylase	Phosphatidylserine decarboxylase
PF02667	CL0182	IT	SCFA_trans	Short chain fatty acid transporter
PF02668	CL0029	Cupin	TauD	Taurine catabolism dioxygenase TauD, TfdA family
PF02669			KdpC	K+-transporting ATPase, c chain
PF02670	CL0063	NADP_Rossmann	DXP_reductoisom	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PF02671	CL0829	PAH	PAH	Paired amphipathic helix repeat
PF02672			CP12	CP12 domain
PF02673	CL0292	LysE	BacA	Bacitracin resistance protein BacA
PF02674	CL0292	LysE	Colicin_V	Colicin V production protein
PF02675	CL0407	TBP-like	AdoMet_dc	S-adenosylmethionine decarboxylase
PF02676			TYW3	Methyltransferase TYW3
PF02677	CL0039	HUP	QueH	Epoxyqueuosine reductase QueH
PF02678	CL0029	Cupin	Pirin	Pirin
PF02679	CL0036	TIM_barrel	ComA	(2R)-phospho-3-sulfolactate synthase (ComA)
PF02680	CL0070	ACT	DUF211	Uncharacterized ArCR, COG1888
PF02681	CL0525	pap2	DUF212	Divergent PAP2 family
PF02682	CL0475	Cyclophil-like	CT_C_D	Carboxyltransferase domain, subdomain C and D
PF02683	CL0292	LysE	DsbD_TM	Cytochrome C biogenesis protein transmembrane domain
PF02684	CL0113	GT-B	LpxB	Lipid-A-disaccharide synthetase
PF02685	CL0108	Actin_ATPase	Glucokinase	Glucokinase
PF02686	CL0735	GatC-like	GatC	Glu-tRNAGln amidotransferase C subunit
PF02687	CL0404	BPD_transp_1	FtsX	FtsX-like permease C-terminal
PF02689	CL0023	P-loop_NTPase	Herpes_Helicase	Helicase
PF02690			Na_Pi_cotrans	Na+/Pi-cotransporter
PF02691	CL0268	Pec_lyase-like	VacA	Vacuolating cyotoxin beta-helical domain
PF02694	CL0184	DMT	UPF0060	Uncharacterised BCR, YnfA/UPF0060 family
PF02696			SelO	Protein adenylyltransferase SelO
PF02697	CL0057	Met_repress	VAPB_antitox	Putative antitoxin
PF02698			DUF218	DUF218 domain
PF02699			YajC	Preprotein translocase subunit
PF02700			PurS	Phosphoribosylformylglycinamidine (FGAM) synthase
PF02701	CL0167	Zn_Beta_Ribbon	Zn_ribbon_Dof	Dof domain, zinc finger
PF02702	CL0023	P-loop_NTPase	KdpD	Osmosensitive K+ channel His kinase sensor domain
PF02703			Adeno_E1A	Early E1A protein
PF02704			GASA	Gibberellin regulated protein
PF02705	CL0062	APC	K_trans	K+ potassium transporter integral membrane domain
PF02706			Wzz	Chain length determinant protein
PF02707			MOSP_N	Major Outer Sheath Protein N-terminal region
PF02709	CL0110	GT-A	Glyco_transf_7C	N-terminal domain of galactosyltransferase
PF02710			Hema_HEFG	Hemagglutinin domain of haemagglutinin-esterase-fusion glycoprotein
PF02711			Pap_E4	E4 protein
PF02713	CL0209	Bet_v_1_like	DUF220	Domain of unknown function DUF220
PF02714	CL0416	Anoctamin-like	RSN1_7TM	Calcium-dependent channel, 7TM region, putative phosphate
PF02718			Herpes_UL31	Herpesvirus UL31-like protein
PF02719	CL0063	NADP_Rossmann	Polysacc_synt_2	Polysaccharide biosynthesis protein
PF02720			DUF222	Domain of unknown function (DUF222)
PF02721	CL0021	OB	DUF223	Domain of unknown function DUF223
PF02722	CL0193	MBB	MOSP_C	Major Outer Sheath Protein C-terminal domain
PF02723			CoV_E	Coronavirus small envelope protein E
PF02724	CL0137	HAD	CDC45	CDC45
PF02725	CL0577	Paramyxovirin_C	Paramyxo_NS_C	Non-structural protein C
PF02727	CL0047	CuAO_N2_N3	Cu_amine_oxidN2	Copper amine oxidase, N2 domain
PF02728	CL0047	CuAO_N2_N3	Cu_amine_oxidN3	Copper amine oxidase, N3 domain
PF02729			OTCace_N	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain
